Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Team),Custom field (Vulnerability),Status Category,Status Category Changed
NFR-2.1: Hate Speech Filter,KAN-163,10374,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Safety,The system SHALL not generate content promoting violence/hate speech.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00127:,,,,To Do,26/Feb/26 10:15 AM
NFR-1.8: Peak Queue Throughput,KAN-162,10373,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Performance,Generation queue SHALL process min 500 tracks per hour.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0011z:,,,,To Do,26/Feb/26 10:15 AM
NFR-1.7: High Concurrency Support,KAN-161,10372,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Scalability,"The system SHALL support 10,000 concurrent users.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0011r:,,,,To Do,26/Feb/26 10:15 AM
NFR-1.6: Streaming Start Buffer,KAN-160,10371,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Performance,Audio playback SHALL begin within 1 second (streaming start).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0011j:,,,,To Do,26/Feb/26 10:15 AM
NFR-1.5: API Response Time (p95),KAN-159,10370,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Performance,API response time for non-gen endpoints SHALL be under 200ms.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0011b:,,,,To Do,26/Feb/26 10:15 AM
NFR-1.4: TTS Synthesis Speed,KAN-158,10369,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Performance,Speech generation SHALL complete within 30 seconds for 1k chars.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00113:,,,,To Do,26/Feb/26 10:15 AM
NFR-1.3: Lyrics Optimization Speed,KAN-157,10368,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Performance,Lyrics optimization SHALL complete within 10 seconds.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0010v:,,,,To Do,26/Feb/26 10:15 AM
NFR-1.2: Generation Latency,KAN-156,10367,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Performance,Music generation for a 3m track SHALL complete within 120 seconds.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0010n:,,,,To Do,26/Feb/26 10:15 AM
NFR-1.1: 2s Page Load Goal,KAN-155,10366,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Performance,Page load time SHALL be under 2 seconds on 50 Mbps broadband.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0010f:,,,,To Do,26/Feb/26 10:15 AM
CI-4: Email Deliverability Auth,KAN-154,10365,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Infrastructure,"Email communications SHALL use SPF, DKIM, and DMARC.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00107:,,,,To Do,26/Feb/26 10:15 AM
CI-3: Webhook HMAC Verification,KAN-153,10364,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Infrastructure,API webhooks SHALL use HTTPS POST with HMAC-SHA256 signatures.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000zz:,,,,To Do,26/Feb/26 10:15 AM
CI-2: WebSocket Progress Updates,KAN-152,10363,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Infrastructure,Real-time generation progress updates SHALL use WebSocket connections.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000zr:,,,,To Do,26/Feb/26 10:15 AM
CI-1: TLS 1.3 Transport Security,KAN-151,10362,Bug,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Security,All client-server communication SHALL use HTTPS (TLS 1.3).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000zj:,,,,To Do,26/Feb/26 10:15 AM
HW-3: File System I/O,KAN-150,10361,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Hardware,The system SHALL access the user's file system for upload and download.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000zb:,,,,To Do,26/Feb/26 10:15 AM
HW-2: Audio Output Interface,KAN-149,10360,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Hardware,The system SHALL access the user's speakers for track playback.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000z3:,,,,To Do,26/Feb/26 10:15 AM
HW-1: Microphone Access Permission,KAN-148,10359,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,Hardware,The system SHALL access the user's microphone for melody recording.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000yv:,,,,To Do,26/Feb/26 10:15 AM
UI-10: Stylized Empty Illustration,KAN-147,10358,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,Empty states SHALL display a stylized music note with muted text.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000yn:,,,,To Do,26/Feb/26 10:15 AM
UI-9: Easing Animations,KAN-146,10357,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,All transitions SHALL use smooth easing (300ms default duration).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000yf:,,,,To Do,26/Feb/26 10:15 AM
UI-8: Breakpoint Responsiveness,KAN-145,10356,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,"The UI SHALL be fully responsive (Desktop, Tablet, Mobile).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000y7:,,,,To Do,26/Feb/26 10:15 AM
UI-7: Gradient Create Button,KAN-144,10355,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,The Create button SHALL have a gradient purple background and music-note icon.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000xz:,,,,To Do,26/Feb/26 10:15 AM
UI-6: Rounded Chip Design,KAN-143,10354,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,Style tag chips SHALL use a rounded pill design with accent border.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000xr:,,,,To Do,26/Feb/26 10:15 AM
UI-5: Sidebar Context Display,KAN-142,10353,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,"Sidebar SHALL display avatar, name, balance, and navigation links.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000xj:,,,,To Do,26/Feb/26 10:15 AM
UI-4: Dark Card Surface Style,KAN-141,10352,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,All form inputs SHALL use a dark card/surface style with subtle borders.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000xb:,,,,To Do,26/Feb/26 10:15 AM
UI-3: Responsive Sidebar Toggle,KAN-140,10351,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,The sidebar SHALL be collapsible on mobile and fixed on desktop.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000x3:,,,,To Do,26/Feb/26 10:15 AM
UI-2: Interactive Accent Colors,KAN-139,10350,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,The primary accent color SHALL be purple/violet (#7C3AED).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000wv:,,,,To Do,26/Feb/26 10:15 AM
UI-1: Default Dark Theme,KAN-138,10349,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,UI,The UI SHALL use a dark theme as default (#0D0D1A deep navy).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000wn:,,,,To Do,26/Feb/26 10:15 AM
FR-12.6: Immutable Admin Audit Log,KAN-137,10348,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Admin",Admin actions SHALL be logged in an immutable audit trail.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000wf:,,,,To Do,26/Feb/26 10:15 AM
FR-12.5: Dynamic Config Manager,KAN-136,10347,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Admin","Admin SHALL be able to configure plans, credit costs, tags, and presets.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000w7:,,,,To Do,26/Feb/26 10:15 AM
FR-12.4: Moderation Flag Queue,KAN-135,10346,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Admin",Admin SHALL be able to review flagged tracks and remove inappropriate content.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000vz:,,,,To Do,26/Feb/26 10:15 AM
FR-12.3: Real-time Analytics Dashboard,KAN-134,10345,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Admin","Admin SHALL be able to view active users, revenue, and API usage stats.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000vr:,,,,To Do,26/Feb/26 10:15 AM
FR-12.2: CRUD User Management,KAN-133,10344,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Admin","Admin SHALL be able to manage users, subs, credits, and bans.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000vj:,,,,To Do,26/Feb/26 10:15 AM
FR-12.1: Secure Admin Gateway,KAN-132,10343,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Admin",The system SHALL provide a secure admin dashboard for authorized roles.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000vb:,,,,To Do,26/Feb/26 10:15 AM
FR-11.4: Browser Locale Detection,KAN-131,10342,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Localization",The system SHALL detect the user's browser language and apply it as default.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000v3:,,,,To Do,26/Feb/26 10:15 AM
FR-11.3: Localization Strings,KAN-130,10341,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Localization","All UI text, error messages, and email templates SHALL be translatable.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000uv:,,,,To Do,26/Feb/26 10:15 AM
FR-11.2: Minimum Language Coverage,KAN-129,10340,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Localization","The system SHALL support EN, ES, FR, DE, PT, JA, KO, ZH, AR, HI.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000un:,,,,To Do,26/Feb/26 10:15 AM
FR-11.1: Language Selector Interface,KAN-128,10339,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Localization",The system SHALL provide a language selector in the sidebar.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000uf:,,,,To Do,26/Feb/26 10:15 AM
FR-10.4: Search Autocomplete,KAN-127,10338,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Search",The system SHALL provide autocomplete suggestions as the user types.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000u7:,,,,To Do,26/Feb/26 10:15 AM
FR-10.3: Search Result Previews,KAN-126,10337,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Search",Search results SHALL display with relevant track previews and metadata.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000tz:,,,,To Do,26/Feb/26 10:15 AM
FR-10.2: Full-Text Search Scope,KAN-125,10336,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Search","Search SHALL support title, lyrics, genre, and creator searching.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000tr:,,,,To Do,26/Feb/26 10:15 AM
FR-10.1: Top-bar Global Search,KAN-124,10335,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Search",The system SHALL provide a global search bar in the top navigation area.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000tj:,,,,To Do,26/Feb/26 10:15 AM
FR-9.7: Opt-in Public Portfolios,KAN-123,10334,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Social",The system SHALL provide public profile pages for users who opt-in.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000tb:,,,,To Do,26/Feb/26 10:15 AM
FR-9.6: Social Platform Direct Export,KAN-122,10333,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:15 AM,26/Feb/26 10:15 AM,,,,0,"Functional,Social","The system SHALL support sharing tracks to X, YouTube, and Discord.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000t3:,,,,To Do,26/Feb/26 10:15 AM
